index,name,rating,author_title,review_text,review_rating,date,language,bert_ratings,sentiment_category
1524,The Keg Bar,4.3,kevin,"['great', 'place', 'to', 'grab', 'a', 'beer', 'and', 'some', 'wings', '.']",4.0,2021-12-11,en,5,positive
1525,The Keg Bar,4.3,Oliver Schlachta,"['sehr', 'kleinlich', 'bei', 'zugangsbeschränkung']",3.0,2021-12-07,de,2,neutral
1526,The Keg Bar,4.3,Moritz Draxler,"['in', 'großen', 'gruppen', 'ein', 'fass', 'sehr', 'zu', 'empfehlen', '\n', 'essen', 'ist', 'auch', 'gut']",5.0,2021-12-04,de,5,positive
1527,The Keg Bar,4.3,Carl Clemens,"['super', 'atmosphäre', ',', 'perfekter', 'ort', 'für', 'einen', 'schönen', 'abend', 'mit', 'freunden']",5.0,2021-11-30,de,5,positive
1528,The Keg Bar,4.3,houssem ben ali,"['great', 'place', '.', 'super', 'awesome', 'atmosphere', '.', 'super', 'friendly', 'people', '.', 'the', 'beer', 'is', 'really', 'good', '.', 'also', 'had', 'a', 'burger', '.', 'was', 'delivious', '.', 'the', 'staff', 'is', 'amazing', '.', 'super', 'friendly', '.', 'i', 'will', 'totally', 'come', 'back', 'if', 'possible']",5.0,2021-11-28,en,5,positive
1529,The Keg Bar,4.3,Lucila Schmidt,"['i', 'went', 'to', 'the', 'karaoke', 'night', 'and', 'it', 'was', 'a', 'lot', 'of', 'fun', '!', 'apparently', 'this', 'is', 'happening', 'every', 'thursday', 'night', '.', 'but', 'there', 'were', 'only', 'two', 'mics', 'and', 'for', 'big', 'groups', 'it', 'was', ""n't"", 'enough', '.', '\n', 'the', 'beer', 'price', 'is', 'reasonable', ',', 'i', 'do', ""n't"", 'know', 'about', 'the', 'other', 'drinks', 'cause', 'we', 'only', 'had', 'beers', '.']",5.0,2021-11-25,en,3,positive
1531,The Keg Bar,4.3,Bülent Hacıoğlu,"['friendly', 'staff', ',', 'nice', 'food', 'and', 'international', 'atmosphere']",5.0,2021-11-14,en,4,positive
1532,The Keg Bar,4.3,E R,"['good', 'atmosphere', 'with', 'good', 'selections', 'of', 'drinks']",4.0,2021-11-14,en,4,positive
1533,The Keg Bar,4.3,Carmen He,"['relaxed', 'environment', '.', 'staff', 'are', 'friendly', ',', 'except', 'the', 'aussie', '/', 'english', 'staff', 'with', 'a', 'bad', 'mullet', 'who', 'rolled', 'his', 'eyes', 'when', 'we', 'asked', 'for', 'tap', 'water', 'after', 'our', 'order', 'of', 'pitcher', 'of', 'beer', 'and', 'wedges', '.', 'not', 'sure', 'what', 'his', 'problem', 'was', 'but', 'left', 'a', 'bad', 'impression', 'after', 'the', 'good', 'service', 'by', 'everyone', 'else', 'at', 'the', 'bar', '.']",4.0,2021-11-06,en,3,positive
1534,The Keg Bar,4.3,Mikus101,"['cool', 'autmospear', ',', 'nice', 'beers']",4.0,2021-11-05,en,5,positive
1535,The Keg Bar,4.3,Kathy Burdo,"['das', 'essen', 'war', 'gut', 'grosse', 'portion', 'aber', 'ich', 'habe', 'ein', 'kokteil', 'bestellt', 'sie', 'haben', 'mir', 'ein', 'saft', 'gegeben', 'war', 'ohne', 'alkohol', '.']",3.0,2021-10-31,de,3,positive
1536,The Keg Bar,4.3,Jorge Miyahira,"['really', 'a', 'place', 'i', 'will', 'visit', 'constantly', '.', 'well', 'decorated', ',', 'good', 'music', ',', 'some', 'good', 'options', 'of', 'beer', 'and', 'great', 'atmosphere', '.', 'my', 'place', 'in', 'munich', 'sof', 'ar', 'for', 'a', 'good', 'guinness', 'and', 'rock', 'music']",5.0,2021-10-30,en,5,positive
1537,The Keg Bar,4.3,Sam Sleiman,"['the', 'vibe', 'is', 'awesome', ':)']",5.0,2021-10-29,en,5,positive
1538,The Keg Bar,4.3,Harish Kumar,"['excellent', 'ambience', ',', 'delicious', 'food', 'and', 'very', 'friendly', 'staff', '!']",5.0,2021-10-27,en,5,positive
1539,The Keg Bar,4.3,Thomas Alf,"['schöner', 'pub', 'mit', 'guter', 'atmosphäre', '.', '\n', 'leider', 'ist', 'kartenzahlung', 'erst', 'ab', '15', 'euro', 'möglich', ',', 'das', 'war', 'ein', 'wenig', 'ein', 'abturner', '.', '\n', 'super', 'freundliche', 'bedienung', '!', '!', '\n', 'montags', 'immer', 'pub-quizes', '-', 'super', 'spaßig']",4.0,2021-10-22,de,4,positive
1541,The Keg Bar,4.3,Kai Schneider,"['super', 'bar', 'und', 'bedienung']",5.0,2021-10-13,de,5,positive
1542,The Keg Bar,4.3,Iordan Pinto,"['wonderful', 'bar', 'with', 'wonderful', 'staff', 'with', 'wonderful', 'music', '!']",5.0,2021-10-01,en,5,positive
1543,The Keg Bar,4.3,Fawzi Fansa,"['the', 'place', 'was', 'advertising', 'showing', 'premier', 'league', 'matches', 'and', 'when', 'we', 'went', 'inside', 'although', 'they', 'played', 'the', 'match', 'on', 'multiple', 'screens', ',', 'they', 'played', 'without', 'any', 'volume', 'at', 'all', '.', 'we', 'were', 'also', 'informed', 'that', 'they', 'will', 'switch', 'to', 'nfl', 'at', '7', 'pm', 'regardless', 'how', 'long', 'the', 'extra', 'time', 'for', 'our', 'match', 'was', '.', 'the', 'nfl', 'was', 'going', 'to', 'be', 'played', 'at', 'full', 'volume', '.', ' ', 'the', 'darts', 'game', 'was', 'free', 'but', 'when', 'we', 'asked', 'to', 'play', 'we', 'were', 'told', 'that', 'it', 'is', 'reserved', 'after', 'one', 'hour', 'and', 'we', 'could', 'not', 'play', 'and', 'when', 'we', 'asked', 'to', 'play', 'in', 'the', 'mean', 'time', 'till', 'the', 'people', 'who', 'will', 'play', 'come', 'we', 'were', 'refused', '.', 'the', 'food', 'was', 'mediocre', 'at', 'best', 'and', 'the', 'nachos', 'with', 'cheese', 'were', 'soggy', 'and', 'made', 'with', 'mozzarella', 'cheese', 'instead', 'of', 'yellow', 'cheese', '.', 'would', 'not', 'recommend', 'to', 'anyone', 'as', 'it', 'ruined', 'our', 'evening', 'to', 'be', 'honest', '.']",1.0,2021-09-26,en,1,negative
1544,The Keg Bar,4.3,Stefan D,"['in', 'der', 'the', 'keg', 'bar', 'bekommt', 'man', 'genau', 'das', 'was', 'man', 'erwartet', ':', 'eine', 'mischung', 'aus', 'irish', 'pub', 'und', 'studentekneipe', '.', 'junges', 'publikum', ',', 'laut', ',', 'voll', ',', 'gesellig', '.', 'die', 'bierauswahl', 'klasse', '.', 'neben', 'zu', 'erwartenden', 'bieren', 'wie', 'kilkenny', 'und', 'guiness', ',', ""gibt's"", 'hier', 'auch', 'verschiedene', 'ipas', 'und', 'sogar', 'unterschiedliche', 'cider', '.', 'und', 'das', 'für', 'einen', 'irish', 'pub', ',', 'eigentlich', 'relativ', 'günstig', '.', 'eine', 'bar', ',', 'in', 'der', 'man', 'gerne', 'auf', 'ein', ',', 'zwei', ',', 'drei', 'getränke', 'vorbeikommt', '!', '\n', 'erwähnenswert', ':', '\n', 'fußballbundesliga', 'wird', 'auf', 'mehreren', 'bildschirmen', 'und', ""tv's"", 'übertragen', 'und', 'es', 'gibt', 'eine', 'dartscheibe', '.', 'die', 'aufmerksamen', 'und', 'freundlichen', 'bedienungen', 'sprechen', 'englisch', '.']",5.0,2021-09-25,de,4,positive
1546,The Keg Bar,4.3,van zhan,"['the', 'kareoke', 'felt', 'like', 'a', 'private', 'party', '.', 'we', 'reserved', 'two', 'songs', 'but', 'never', 'got', 'to', 'sing', 'because', 'other', 'people', ""'s"", 'songs', 'kept', 'cutting', 'before', 'ours', 'because', 'the', 'girl', 'in', 'control', 'knows', 'the', 'other', 'guests', '(', 'or', 'is', 'obviously', 'friends', 'with', 'them', ')', '.', 'she', 'was', 'shouting', 'at', 'them', 'whether', 'they', 'want', 'to', 'do', 'their', 'songs', 'or', 'later', 'but', 'just', 'kept', 'delaying', 'ours', ',', 'when', 'we', 'asked', ',', 'she', 'always', 'answered', '""', 'it', ""'s"", 'coming', 'up', 'soon', '""', '.', '\n', 'shame', 'as', 'the', 'bar', 'has', 'a', 'nice', 'ambient', ',', 'but', 'never', 'again', 'due', 'to', 'this', 'awful', 'experience', '.']",1.0,2021-09-03,en,2,neutral
1548,The Keg Bar,4.3,Sebastian Nguyen,"['ok', ',', 'sorry', 'im', 'bier', 'war', 'alkohol', '.', 'hab', 'gekotzt', 'und', 'der', 'laden', 'ist', 'echt', 'geil', '.', '\n\n', '21.08.2021', ':', 'ey', 'ganz', 'ehrlich', 'im', 'bier', 'ist', 'kein', 'alkohol', ',', 'die', 'bedienung', 'spricht', 'kein', 'deutsch', 'und', 'das', 'einzig', 'gute', 'war', ',', 'dass', 'da', 'ein', 'bild', 'von', 'nosferatu', 'an', 'der', 'wand', 'klebt', ',', 'weil', 'spongebob', '.', 'deswegen', '2', 'sterne', 'und', 'nicht', 'nur', '1.']",5.0,2021-08-21,de,2,neutral
1549,The Keg Bar,4.3,prema,"['has', 'become', 'one', 'of', 'my', 'favourites', '😃']",5.0,2021-08-11,en,5,positive
1550,The Keg Bar,4.3,nikos “PhE” Gkelitasvili,"['to', 'watch', 'a', 'match', 'is', 'perfekt']",5.0,2021-08-06,en,5,positive
1551,The Keg Bar,4.3,JPro,"['nice', 'ambience', 'and', 'music', '.', 'wings', 'are', 'fine', ',', 'i', 'do', ""n't"", 'recommend', 'the', 'teriyaki', 'sauce', 'but', 'any', 'other', 'is', 'good', '.', 'onion', 'rings', 'are', 'a', 'great', 'choice', 'as', 'well', '.', 'decent', 'variety', 'of', 'beers']",4.0,2021-08-04,en,4,positive
1552,The Keg Bar,4.3,Benedikt Waas,"['gemütliches', 'keller', 'pub', 'mit', 'geiler', 'musik']",5.0,2021-07-27,de,5,positive
1553,The Keg Bar,4.3,Maria Rutscho,"['ich', 'komm', 'immer', 'wieder', 'gern', 'her', '.', 'die', 'karaoke-nacht', 'am', 'donnerstag', 'hat', 'echt', 'gute', 'songs^^']",5.0,2021-07-26,de,5,positive
1554,The Keg Bar,4.3,Alexander Wardeh,"['great', 'bar', 'with', 'tasty', 'food', ',', 'great', 'drinks', 'and', 'friendly', 'staff', '.', 'recommended', '!']",5.0,2021-07-26,en,5,positive
1555,Shamrock Irish Pub,4.2,Carlo Cagnetta,"['just', 'perfect', 'to', 'watch', 'rugby', 'games', 'here', '!', 'super', 'fun', 'nights', 'of', 'karaoke', ',', 'shows', 'and', 'pub', 'quizzes', 'as', 'well', '!', 'i', 'just', 'love', 'it']",4.0,2023-10-08,en,5,positive
1557,Shamrock Irish Pub,4.2,Violet Steinfield,"['we', 'waited', 'for', '2', 'hours', 'to', 'sing', 'and', 'others', 'sang', '4/5', 'times', '.', 'dj', 'was', 'the', 'blonde', 'guy', 'without', 'curls', '.']",1.0,2023-09-22,en,1,negative
1558,Shamrock Irish Pub,4.2,Sev W,"['wer', 'auf', 'karaoke', 'steht', 'für', 'dem', 'ist', 'das', 'shamrock', 'pub', 'einen', 'besuch', 'wert']",3.0,2023-09-14,de,4,positive
1559,Shamrock Irish Pub,4.2,Frank Meurer,"['super', 'karaoke', 'abend', 'genießt']",5.0,2023-09-09,de,5,positive
1560,Shamrock Irish Pub,4.2,Martin,"['great', 'pub', '.', 'we', 'enjoyed', 'the', 'quiz', 'evening', 'very', 'much', '.', 'good', 'selection', 'of', 'beers', 'and', 'ciders', '.', 'we', 'will', 'come', 'here', 'again', '.']",5.0,2023-09-07,en,5,positive
1561,Shamrock Irish Pub,4.2,Antonios Safralis,"['coole', 'location', 'und', 'karaoke', 'abende', 'in', 'schwabing', '!', '\n', 'toni']",5.0,2023-09-06,de,5,positive
1562,Shamrock Irish Pub,4.2,Steven Universo,"['der', 'dj', 'könnte', 'besser', 'und', 'höflicher', 'sein', ',', 'er', 'senkt', 'die', 'lautstärke', 'des', 'mikrofons', ',', 'wenn', 'die', 'leute', 'singen', ',', 'und', 'er', 'singt', 'viel', 'mehr', 'als', 'alle', 'anderen', ',', 'ganz', 'zu', 'schweigen', 'davon', ',', 'dass', 'er', 'ein', 'bisschen', 'arrogant', 'ist', ',', 'die', 'kellnerin', 'ist', 'ganz', 'nett', 'aber', '.']",2.0,2023-09-05,de,4,positive
1563,Shamrock Irish Pub,4.2,Piotr Fröhlich,"['karaoke', 'was', 'fun', '-', 'long', 'queue', 'because', 'the', 'place', 'was', 'packed', '.', 'beer', 'around', '6', '€', 'makes', 'sense', 'but', 'does', ""n't"", 'excuse', 'the', 'mess', 'in', 'the', 'toilet', ':)']",4.0,2023-08-27,en,4,positive
1564,Shamrock Irish Pub,4.2,Martin Thalmann,"['cooler', 'laden', ',', 'nette', 'leute', ',', 'super', 'service', 'und', 'ein', 'fantastischer', 'dj', '.', 'danke', 'für', 'den', 'netten', 'abend', '.', '👍']",5.0,2023-08-19,de,5,positive
1565,Shamrock Irish Pub,4.2,Julian Pfund,"['alle', 'meine', 'jungs', 'gehen', 'hier', 'gern', 'einen', 'heben']",5.0,2023-08-15,de,5,positive
1566,Shamrock Irish Pub,4.2,Jan Philipp Möller,"['very', 'nice', 'pub', 'with', 'fun', 'pub', 'quizzes', 'every', 'thursday', 'at', '8', 'pm', '.', 'i', 'recommend', 'reserving', 'a', 'seat', 'for', 'the', 'pub', 'quiz', '.', 'it', 'usually', 'is', 'quite', 'full', '.', 'the', 'service', 'is', 'also', 'nice', '.']",5.0,2023-08-11,en,4,positive
1567,Shamrock Irish Pub,4.2,Gunnar Kuut,"['had', 'some', 'beers', ',', 'watched', 'some', 'karaoke']",4.0,2023-08-09,en,3,positive
1568,Shamrock Irish Pub,4.2,Wadzi Makanya,"['absolutely', 'amazing', 'service', 'and', 'the', 'best', 'karaoke', 'in', 'town', 'on', 'a', 'friday', '.']",5.0,2023-07-29,en,5,positive
1570,Shamrock Irish Pub,4.2,Zweistein,"['had', 'a', 'night', 'there', 'with', 'westendcomedy', 'witch', 'was', 'pretty', 'much', 'good', ',', 'the', 'guys', 'are', 'funny', '.', '\n', 'ill', 'give', '3', 'stars', 'because', 'of', 'the', 'service', ',', 'where', 'beeing', 'the', 'only', 'one', 'at', 'that', 'time', 'ordering', 'both', 'of', 'the', 'personal', ' ', 'just', ""ignore'd"", 'me', 'walking', 'from', 'one', 'side', 'of', 'the', 'bar', 'to', 'the', 'other', 'side', 'of', 'the', 'bar', 'acting', 'like', 'they', 'work', ',', 'but', 'sadly', 'was', 'not', 'the', 'case', '.so', '10', 'min', 'waiting', 'for', 'a', 'beer(loosing', 'seeing', 'the', 'half', 'of', 'the', 'second', 'part', 'of', 'the', 'show', ')', 'where', 'maybe', '20', 'pers', '.', 'where', 'inside', 'and', 'only', 'me', 'ordering', 'at', 'that', 'time', '.', 'very', 'weak', 'guys', ',', 'especially', 'the', 'old', 'guy', 'with', 'the', 'beard', 'giving', 'you', 'les', 'change', ' ', 'from', 'what', 'you', 'buy', '.', '\n', 'thx', '.']",3.0,2023-07-13,en,3,positive
1571,Shamrock Irish Pub,4.2,A C,"['great', 'place', ',', 'friendly', 'servers', '.', 'murphy', ""'s"", '(', 'stout', '+', 'red', ')', ',', 'guinness', ',', 'kilkenny', ',', 'and', 'new', 'castle', 'brown', 'on', 'tap', '.', 'better', 'prices', 'than', 'other', 'munich', 'irish', 'pubs', '.', 'good', 'food', 'too', '.']",5.0,2023-07-06,en,5,positive
1572,Shamrock Irish Pub,4.2,Moni González,"['this', 'is', 'such', 'a', 'fun', 'place', 'to', 'go', 'on', 'karaoke', 'nights', '(', 'friday', ')', '.', 'everyone', 'is', 'on', 'a', 'great', 'mood', ',', 'really', 'friendly', 'staff', ',', 'and', 'an', 'incredible', 'vibe', 'in', 'general', '.', '\n\n', 'i', 'met', 'a', 'woman', 'in', 'the', 'bathroom', 'that', 'told', 'me', 'she', 'gad', 'been', 'going', 'there', 'for', 'over', '20', 'years', '.', 'so', 'hey', ',', 'must', 'mean', 'something', '😅']",5.0,2023-07-02,en,5,positive
1573,Shamrock Irish Pub,4.2,Prasanna Venkatesh,"['went', 'there', 'for', 'the', 'westend', 'comedy', 'night', '.', 'wonderful', 'atmosphere', '.']",4.0,2023-06-13,en,5,positive
1574,Shamrock Irish Pub,4.2,Lukas,"['haben', 'uns', 'um', '8', 'fürs', 'karaoke', 'angemeldet', 'und', 'wurden', 'ewig', 'nicht', 'dran', 'genommen', '.', 'bei', 'nachfrage', 'wurde', 'uns', 'gesagt', 'es', 'dauert', 'noch', 'bisschen', '.', 'allerdings', 'kamen', 'wir', 'nie', 'dran', '.', 'sonst', 'sehr', 'nette', 'bar', ',', 'aber', 'wenn', 'man', 'in', 'eine', 'karaoke', 'bar', 'geht', 'will', 'man', 'auch', 'singen', '.', 'sry', ',', 'nie', 'wieder', '...']",1.0,2023-05-26,de,1,negative
1575,Shamrock Irish Pub,4.2,Austin D'souza,"['one', 'of', 'the', 'best', 'pubs', 'in', 'munich', '!', 'in', 'a', 'great', 'and', 'popular', 'neighborhood', 'but', 'somewhat', 'of', 'a', 'hidden', 'gem', ',', 'which', 'means', 'it', 'does', ""n't"", 'get', 'overcrowded', '.', 'saturdays', 'are', 'karaoke', 'night', 'and', 'that', 's', 'always', 'a', 'great', 'time', '!', '!', '!']",5.0,2023-05-24,en,4,positive
1576,Shamrock Irish Pub,4.2,Baum Meggih,"['karaoke', 'halb', 'lang', 'gut', ',', 'die', 'dj', 'verstellt', 'absichtlich', 'die', '🎤', 'leise', '.', 'das', 'die', 'stimme', 'nicht', 'hören', 'kann', '.', 'wenn', 'anderen', 'singt', 'dann', 'verstell', 'sie', 'normal', ',', 'weil', 'irgendwie', 'ihre', 'gute', 'kunde', '.', ' ', 'einen', 'verarschung', '.', ' ', 'nie', 'wieder', '.']",1.0,2023-05-21,de,1,negative
1577,Shamrock Irish Pub,4.2,Laura Carluccio,"['great', 'beer', 'but', 'not', 'the', 'best', 'pizza']",4.0,2023-05-13,en,4,positive
1578,Shamrock Irish Pub,4.2,Wilfried Polin,"['lange', 'nacht', 'der', 'musik', '.']",5.0,2023-05-11,de,5,positive
1579,Shamrock Irish Pub,4.2,Thomas Martin,"['wer', 'seine', 'getränke', 'doppelt', 'bezahlen', 'will', 'weil', 'die', 'bedienung', 'auf', 'den', 'falschen', 'tisch', 'bucht', 'ist', 'hier', 'gern', 'gesehen', '.']",2.0,2023-05-09,de,1,negative
1580,Shamrock Irish Pub,4.2,Lyne,"['great', 'karaoke', 'place', ',', 'with', 'excellent', 'vibes', '!', 'we', 'went', 'on', 'a', 'friday', 'night', 'and', 'there', 'were', 'many', 'people', 'and', 'good', 'songs', '.', 'the', 'only', 'downside', 'is', 'the', 'wait', 'time', '.', 'it', 'took', 'about', 'a', '2', '-', 'hour', 'wait', 'to', 'get', 'to', 'sing', 'on', 'stage', '.', 'but', 'there', 'are', 'screens', 'everywhere', ',', 'so', 'everyone', 'can', 'sing', 'together', 'even', 'when', 'not', 'on', 'stage', '.']",5.0,2023-05-09,en,4,positive
1581,Shamrock Irish Pub,4.2,Brigitte Herder,"['immer', 'wieder', 'schön', '!']",5.0,2023-05-08,de,5,positive
1582,Shamrock Irish Pub,4.2,Frauke Alexander,"['angenehmes', 'publikum', ',', 'bisschen', 'lange', 'wartezeiten', 'an', 'der', 'bar', 'aber', 'stimmung', 'bestens', '!']",5.0,2023-05-04,de,4,positive
1583,Shamrock Irish Pub,4.2,Maryam Klidsar,"['amazing', 'atmosphere', 'with', 'delicious', 'snacks', '.', 'there', 'are', 'stand', '-', 'up', 'comedies', 'there', 'regularly']",5.0,2023-04-24,en,5,positive
1584,Shamrock Irish Pub,4.2,SV M,"['für', 'karaoke-fans', 'am', 'samstagabend', 'ein', 'traum', '!', 'wunderbares', 'preis-leistungsverhältnis', '.', 'durch', 'die', 'englischsprachige', 'moderation', 'auch', 'für', 'nicht-deutschsprachige', 'ein', 'tolles', 'erlebnis', '.', '\n', 'musikwünsche', 'müssen', 'sehr', 'frühzeitig', 'eingereicht', 'werden', '.', 'schluss', 'war', 'bei', 'uns', 'gg', '1:30', 'uhr']",5.0,2023-04-24,de,5,positive
1585,Shamrock Irish Pub,4.2,stryder hiryu,"['i', 'love', 'how', 'attentive', 'the', 'waitr', 'and', 'waitress', '.', '\n', 'it', 'is', 'my', 'first', 'time', 'to', 'go', 'here', 'and', 'it', 'serves', 'my', 'expectations', '.', '\n', 'the', 'crowd', 'are', 'nice', ',', 'relax', 'and', 'fun', '.', '\n', 'i', 'love', 'how', 'the', 'moderators', 'keep', 'the', 'audience', 'energy', 'interaction', '.', '\n', 'i', 'love', 'the', 'interior', 'design', 'of', 'the', 'pub', '.', '\n', 'it', 'has', 'well', 'lit', 'and', 'very', 'spacious', 'in', 'my', 'liking', '.', '\n', 'there', 'are', 'tables', 'and', 'seats', 'which', 'will', 'help', 'to', 'ease', 'the', 'sounds', 'when', 'we', 'need', 'to', 'discuss', 'something', 'and', 'not', 'shouting', 'at', 'each', 'other', '.', '\n', 'i', 'love', 'the', 'round', 'table', 'in', 'the', 'front', 'of', 'the', 'counter', 'and', 'also', 'those', 'round', 'seats', ',', 'which', 'i', 'find', 'it', 'very', 'comfortable', 'to', 'seat', 'on', '.', '\n', 'bathrooms', 'are', 'cleaned', 'with', 'well', 'lit', 'and', 'hand', 'sanitizers', '.', '\n', 'the', 'steinofen', 'pizza', 'is', 'superb', '👌', ' ', 'worth', 'the', 'price', '.', 'and', 'it', 'is', 'affordable', '.', '\n', 'the', 'drinks', '..', 'the', 'shamrock', ',', 'is', 'a', 'must', 'try', '.', '\n', 'also', 'those', 'different', 'shots', '.', 'thank', 'you', 'for', 'the', 'waitress', 'who', 'assist', 'us', 'to', 'order', 'the', 'usual', 'liking', 'of', 'first', 'time', 'vodka', 'and', 'tequila', 'drinks', '.', '\n', 'i', 'just', 'wish', ',', 'that', 'to', 'have', 'the', 'card', 'use', ',', 'the', 'minimum', 'hopefully', 'be', 'at', 'least', '10', 'euro', '.', 'and', 'also', ',', 'by', 'paying', 'with', 'cards', ',', 'i', 'hope', 'there', 'is', 'automatically', 'receipts', 'to', 'be', 'printed', '.', '\n', 'will', 'look', 'forward', 'to', 'hop', 'in', 'this', 'pub', 'again', '😀', 'and', 'will', 'surely', 'recommend', 'to', 'my', 'colleagues', 'and', 'friends', '.']",5.0,2023-04-23,en,5,positive
1586,Shamrock Irish Pub,4.2,Amy,"['fun', 'atmosphere', 'and', 'good', 'drinks', 'with', 'friendly', 'staff', '.', 'food', 'was', 'okay', '.', 'yes', ',', 'karaoke', 'nights', 'are', 'great', '!', '🎤']",4.0,2023-04-22,en,4,positive
1587,Shamrock Irish Pub,4.2,Danny DK,"['gute', 'drinks', '.', 'karaoke', 'eigentlich', 'ganz', 'cool', ',', 'aber', 'leider', 'zu', 'häufig', 'nur', 'rum', 'geschrei', '.']",4.0,2023-04-18,de,4,positive
1588,Shamrock Irish Pub,4.2,Friedrich E.,"['sehe', 'nette', 'bedienung', ',', 'sehr', 'authentisch', 'und', 'gemütlich', ',', 'lange', 'nicht', 'mehr', 'so', 'ein', 'gutes', 'guinness', 'getrunken', ',', 'mega', ',', 'könnte', 'ich', 'würde', 'ich', 'noch', 'mehr', 'sterne', 'geben']",5.0,2023-04-17,de,5,positive
1589,Shamrock Irish Pub,4.2,Gerald Schmitt,"['irish', 'pub', 'im', 'keller', ',', 'macht', 'einen', 'etwas', 'unsauberen', 'eindruck', ',', 'gerade', 'die', 'toiletten', '.', 'essen', 'nur', 'snacks', ',', 'sehr', 'einfach', '.', 'bedienung', 'sehr', 'nett', 'und', 'zuvorkommend', '.']",3.0,2023-04-16,de,4,positive
1590,Shamrock Irish Pub,4.2,Jörn Kretzschmar,"['bedienung', 'gut', 'und', 'getränke', 'auch', '..', 'aber', 'der', 'freitags', 'dj', '(', 'karaoke', ')', 'ist', 'wirklich', 'richtig', 'schlecht']",3.0,2023-04-15,de,3,positive
1591,Shamrock Irish Pub,4.2,Matthias,"['worst', 'karaoke', 'dj', 'i', ""'ve"", 'ever', 'heard', '!']",1.0,2023-04-14,en,1,negative
1592,Shamrock Irish Pub,4.2,Pirat mit Pferd,"['uriger', 'pub', ',', 'super', 'zentral', 'gelegen', '.', '\n', 'noch', 'ein', 'echter', 'geheimtipp', ':', 'die', 'open', 'stage', 'mit', 'live-auftritten', 'und', 'jamsessions', '👌', '🏻']",5.0,2023-04-14,de,5,positive
1593,Shamrock Irish Pub,4.2,World Traveller,"['1995', 'stehen', 'gebliebenes', 'lokal', 'mit', 'sehr', 'bunten', 'und', 'diversem', 'publikum', '.', '\n\n', 'das', 'pub', 'quiz', 'war', 'gut', 'organisiert', ',', 'dauerte', 'aber', 'zu', 'lange', 'für', 'menschen', ',', 'die', 'am', 'nächsten', 'tag', 'früh', 'arbeiten', 'müssen', '.']",3.0,2023-03-31,de,4,positive
1594,Shamrock Irish Pub,4.2,Lira Lemur,"['choice', 'of', 'foods', 'is', 'limited', 'to', 'bar', 'food', '-', 'pizzas', ',', 'sandwiches', ',', 'crisps', '.', 'the', 'quality', 'is', 'decent', '.', 'only', 'minus', 'one', 'on', 'food', 'for', 'relative', 'lack', 'of', 'choice', '.', '\n', 'drinks', 'are', 'affordable', ',', 'and', 'even', 'on', 'busy', 'karaoke', 'nights', 'the', 'service', 'was', 'great', '-', 'fast', 'and', 'kind', '.', 'it', ""'s"", 'a', 'fun', 'place', ',', 'totally', 'recommend', '!']",5.0,2023-03-31,en,4,positive
1595,Shamrock Irish Pub,4.2,Gregor Melhorn,"['sehr', 'empfehlenswert', '.', 'personal', 'manchmal', 'etwas', 'gewöhnungsbedürftig', 'ruppig', ',', 'aber', 'die', 'gäste', 'und', 'die', 'stimmung', 'sind', 'immer', 'klasse', '!']",5.0,2023-03-26,de,5,positive
1596,Shamrock Irish Pub,4.2,Daniel Schwering,"['seit', 'jahrzehnten', 'der', 'beste', 'pub', 'münchens', '.']",5.0,2023-03-21,de,5,positive
1597,Shamrock Irish Pub,4.2,Aaron Redmond,"['good', 'fun', 'to', 'be', 'had', 'here', 'on', 'the', 'weekend', '.', 'it', 'can', 'get', 'very', 'crowded', 'so', 'if', 'you', 'want', 'a', 'seat', 'arrive', 'early', '.']",5.0,2023-03-20,en,4,positive
1598,Shamrock Irish Pub,4.2,Dominique,"['schönes', 'irish', 'pub', '.', 'leider', 'ist', 'der', 'service', 'nicht', 'sonderlich', 'schnell', 'und', 'man', 'kann', 'schonmal', '20', 'min', 'darauf', 'warten', 'bis', 'jemand', 'die', 'bestellung', 'aufnimmt', '.', '\n', 'wenn', 'man', 'selbst', 'kein', 'fan', 'von', 'karaoke', 'ist', 'sollte', 'man', 'diese', 'tage', 'meiden', '.']",4.0,2023-03-20,de,4,positive
1599,Shamrock Irish Pub,4.2,Manuel Monedero,"['great', 'pub', 'quizz', 'on', 'thursdays', '😃']",4.0,2023-03-11,en,5,positive
1600,Shamrock Irish Pub,4.2,Johannes S,"['das', 'beste', 'pubquizz', 'der', 'stadt', '!']",5.0,2023-03-06,de,5,positive
1601,Shamrock Irish Pub,4.2,Ronan,"['great', 'service', 'great', 'guinness']",5.0,2023-03-06,en,5,positive
1602,Shamrock Irish Pub,4.2,Alter Verwalter,"['karaoke', 'top', '.']",5.0,2023-03-05,en,5,positive
1603,Shamrock Irish Pub,4.2,Adritub Yo mismo,"['very', 'cool', 'karaokes', 'on', 'tuesdays', '!', '!', '!']",5.0,2023-03-01,en,5,positive
1605,Shamrock Irish Pub,4.2,Marvin Gielow,"['das', 'war', 'echt', 'ein', 'geiler', 'abend', 'dort', '\n\n', 'kann', 'ich', 'uneingeschränkt', 'empfehlen', '!', '\n\n', 'mega', 'entspannte', 'leute', '!', '!']",5.0,2023-02-26,de,5,positive
